ReviewID,CustomerID,ProductID,ReviewDate,Rating,ReviewText,SentimentScore,SentimentCategory,SentimentBucket,DetectedIssue
1165,20,12,2024-02-06,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1166,63,15,2024-11-10,5,The  build  quality    is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1167,50,19,2024-08-21,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1168,93,16,2025-09-21,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1169,97,19,2025-06-24,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1170,78,4,2023-12-19,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1171,49,4,2024-01-12,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1172,33,15,2025-04-03,5,The    build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1173,76,3,2025-08-09,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1174,69,3,2025-08-24,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1175,78,6,2025-07-04,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1176,74,15,2025-05-27,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1177,45,10,2023-12-28,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1178,43,6,2024-09-08,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
1179,84,7,2025-07-31,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1180,64,18,2025-06-19,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1181,28,8,2025-02-25,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1182,70,15,2023-08-21,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1183,91,4,2023-02-06,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1184,5,18,2023-12-25,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1185,5,12,2025-10-01,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1186,80,11,2025-10-15,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1187,66,9,2023-06-11,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1188,17,2,2023-04-05,5,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1189,32,20,2023-12-28,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1190,16,4,2024-08-19,1,The    product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1191,60,19,2023-08-27,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1192,80,19,2024-05-21,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1193,7,2,2025-06-13,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1194,11,13,2023-03-01,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1195,89,2,2023-11-19,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1196,57,16,2024-06-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1197,70,15,2024-10-30,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1198,92,1,2024-06-25,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1199,71,7,2024-09-16,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1200,89,17,2024-04-04,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1201,14,11,2023-08-04,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1202,28,17,2023-04-28,3,Not  worth  the    money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1203,2,19,2025-07-20,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1204,19,18,2024-11-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1205,73,17,2025-12-04,5,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1206,50,12,2023-07-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1207,90,18,2025-06-27,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1208,16,15,2024-07-11,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1209,53,10,2024-04-03,5,Five  stars  for    the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1210,67,8,2024-10-24,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1211,30,18,2023-10-04,5,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1212,82,19,2024-10-11,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1213,14,9,2023-12-23,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1214,100,10,2025-08-27,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1215,68,7,2025-03-28,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1216,53,11,2023-04-14,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1217,81,18,2024-01-14,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1218,8,9,2025-11-09,5,Shipping  was    fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1219,49,7,2025-05-28,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1220,25,8,2023-01-26,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1221,42,17,2023-08-31,4,"Good  quality,  but  could    be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1222,57,6,2025-05-23,3,"I  love  this  product,  will  buy    again!",0.6696,Mixed Positive,0.5 to 1.0,No Issue Detected
1223,18,16,2025-11-12,3,"Great  purchase,  very  satisfied.",0.8016,Mixed Positive,0.5 to 1.0,No Issue Detected
1224,82,14,2025-11-30,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1225,93,8,2024-08-08,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1226,75,5,2024-08-17,5,"I  love  this  product,    will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1227,30,14,2025-01-20,5,"Great  purchase,  very    satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1228,57,1,2023-11-30,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1229,31,17,2025-06-01,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1230,55,18,2025-04-27,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1231,81,7,2024-09-02,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1232,7,17,2024-09-18,5,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1233,73,5,2024-03-13,3,"The  product  is    okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1234,37,8,2024-02-21,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1235,87,1,2023-05-24,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1236,60,3,2023-02-07,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1237,94,17,2024-10-20,1,"Not  satisfied,  the  product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,No Issue Detected
1238,15,9,2025-06-13,4,Customer    support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1239,49,15,2024-02-07,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1240,66,5,2025-02-28,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1241,62,17,2024-03-11,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1242,22,19,2025-02-08,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1243,92,10,2023-11-08,5,"Great    purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1244,8,7,2024-01-20,5,"I  love  this  product,  will    buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1245,60,5,2025-12-19,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1246,53,1,2024-08-04,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1247,79,6,2024-08-08,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1248,72,2,2025-12-19,4,Shipping  was  fast  and  the  item  was    well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1249,72,5,2025-01-23,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1250,11,10,2025-10-23,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1251,20,2,2024-06-10,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1252,87,8,2024-12-10,5,Exceeded    my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1253,68,3,2024-06-30,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1254,45,4,2024-02-16,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1255,42,8,2025-12-15,5,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1256,80,4,2025-08-12,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1257,93,10,2023-02-05,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1258,80,1,2023-11-13,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1259,66,15,2023-06-13,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1260,47,6,2025-09-02,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1261,12,18,2023-08-08,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1262,46,17,2024-08-26,2,Disappointed  with    the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1263,48,9,2023-09-20,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1264,72,7,2023-05-07,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1265,81,20,2023-04-29,4,Customer  support    was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1266,65,14,2025-07-01,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1267,85,4,2024-07-11,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1268,60,6,2023-10-06,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1269,39,13,2024-02-09,4,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1270,72,16,2025-07-11,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1271,64,10,2024-04-28,4,The  quality    is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1272,82,14,2025-12-24,4,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1273,74,10,2024-02-19,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1274,24,1,2025-08-14,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1275,52,2,2023-06-06,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1276,52,10,2024-11-05,2,"Good  quality,  but    could  be  cheaper.",0.2382,Mixed Negative,0.0 to 0.49,Product Quality
1277,20,11,2023-09-28,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1278,25,17,2023-06-22,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1279,54,8,2025-09-13,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1280,88,19,2023-01-18,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1281,58,12,2023-09-24,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1282,7,19,2023-04-24,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1283,67,2,2024-09-24,3,"The    product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1284,2,12,2025-10-04,1,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1285,81,12,2024-07-15,4,"Good  quality,  but  could  be    cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1286,89,19,2025-03-12,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1287,69,17,2024-10-04,2,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1288,77,8,2025-06-09,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1289,52,7,2023-09-30,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1290,30,6,2024-04-01,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1291,90,2,2024-05-20,4,Shipping  was  fast  and  the  item    was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1292,16,5,2024-03-15,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1293,23,2,2024-11-07,5,Exceeded  my  expectations!,0.0,Positive,0.0 to 0.49,No Issue Detected
1294,86,11,2023-06-11,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1295,61,8,2025-09-16,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1296,60,9,2025-10-26,4,"Good  quality,    but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1297,87,5,2024-08-14,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1298,82,1,2024-08-13,4,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1299,44,18,2025-07-02,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1300,6,11,2024-04-14,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1301,79,13,2025-05-28,4,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1302,20,11,2023-11-29,3,"Good  quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1303,99,3,2024-03-22,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1304,77,15,2024-05-09,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1305,24,4,2025-01-26,1,The    product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1306,89,1,2023-09-03,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1307,36,13,2024-05-16,3,"Average    experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1308,46,5,2025-02-03,4,"Great  purchase,    very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1309,53,8,2024-10-12,4,"I  love  this  product,    will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1310,96,17,2025-11-19,3,"Good    quality,  but  could  be  cheaper.",0.2382,Mixed Positive,0.0 to 0.49,Product Quality
1311,71,13,2023-01-29,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1312,11,18,2023-05-16,4,"Good  quality,  but  could  be  cheaper.",0.2382,Positive,0.0 to 0.49,Product Quality
1313,2,2,2025-06-30,5,The  build  quality    is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1314,63,2,2025-03-17,5,Amazing  value  for  the  price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1315,85,14,2023-05-28,4,"I    love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1316,40,20,2025-05-24,2,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Negative,-0.49 to 0.0,No Issue Detected
1317,24,8,2025-11-08,1,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1318,28,1,2024-02-13,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1319,84,6,2024-07-20,1,Product  did  not  meet  my    expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1320,74,10,2024-11-26,1,I  had  a  bad  experience  with  this  product.,-0.5423,Negative,-1.0 to -0.5,No Issue Detected
1321,32,3,2025-02-25,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1322,70,16,2024-04-15,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1323,61,17,2025-10-27,1,Product  did    not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1324,36,10,2025-12-27,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1325,66,12,2024-08-07,3,"I  love  this  product,  will  buy  again!",0.6696,Mixed Positive,0.5 to 1.0,No Issue Detected
1326,69,4,2024-06-09,5,"Great  purchase,  very  satisfied.",0.8016,Positive,0.5 to 1.0,No Issue Detected
1327,37,9,2025-05-20,2,"Average  experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1328,97,11,2025-12-23,4,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1329,45,19,2024-01-03,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1330,24,12,2025-05-31,2,Not  worth  the  money.,-0.1695,Negative,-0.49 to 0.0,No Issue Detected
1331,88,5,2025-06-02,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1332,72,4,2024-06-15,5,Amazing  value  for  the    price.,0.7351,Positive,0.5 to 1.0,No Issue Detected
1333,6,3,2023-12-06,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1334,39,11,2025-04-03,4,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1335,43,15,2025-03-06,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1336,95,9,2023-11-27,1,"Not  satisfied,  the    product  broke  after  a  week.",-0.6288,Negative,-1.0 to -0.5,No Issue Detected
1337,89,4,2023-10-09,3,"Average  experience,  nothing  special.",-0.3089,Mixed Negative,-0.49 to 0.0,No Issue Detected
1338,44,13,2025-02-01,2,Disappointed  with  the  performance.,-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1339,76,19,2024-11-01,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1340,62,7,2025-07-10,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1341,64,7,2023-06-21,2,"Average  experience,  nothing    special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1342,91,1,2025-06-03,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1343,39,4,2025-04-10,5,The  build  quality  is  impressive.,0.5106,Positive,0.5 to 1.0,No Issue Detected
1344,31,20,2025-05-16,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1345,55,18,2023-10-14,5,"Excellent  product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1346,47,6,2024-10-14,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
1347,21,11,2025-07-16,4,Shipping  was  fast  and  the  item  was  well-packaged.,0.0,Positive,0.0 to 0.49,Delivery Issue
1348,45,19,2024-02-14,5,"I  love  this  product,  will  buy  again!",0.6696,Positive,0.5 to 1.0,No Issue Detected
1349,22,10,2025-04-11,4,Five  stars  for  the  quick  delivery.,0.0,Positive,0.0 to 0.49,Delivery Issue
1350,69,9,2024-02-01,3,"The  product  is  okay,  but  the  instructions  were  unclear.",-0.2617,Mixed Negative,-0.49 to 0.0,No Issue Detected
1351,30,20,2023-07-23,1,"Not  satisfied,  the  product  broke    after  a  week.",-0.6288,Negative,-1.0 to -0.5,No Issue Detected
1352,50,14,2025-06-25,5,The  quality  is    top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1353,34,5,2024-06-30,5,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1354,53,8,2024-05-08,5,"Excellent    product,  highly  recommend!",0.7773,Positive,0.5 to 1.0,No Issue Detected
1355,9,20,2025-05-29,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1356,14,15,2025-04-18,4,The  quality  is  top-notch.,0.0,Positive,0.0 to 0.49,No Issue Detected
1357,23,17,2024-01-03,1,"Terrible    customer  service,  would  not  buy  again.",-0.4767,Negative,-0.49 to 0.0,No Issue Detected
1358,90,10,2024-01-16,3,Not  worth    the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1359,28,4,2023-05-25,3,Not  worth  the  money.,-0.1695,Mixed Negative,-0.49 to 0.0,No Issue Detected
1360,58,12,2023-11-13,2,"Average    experience,  nothing  special.",-0.3089,Negative,-0.49 to 0.0,No Issue Detected
1361,96,15,2023-03-07,5,Customer  support  was  very  helpful.,0.6997,Positive,0.5 to 1.0,Customer Service
1362,99,2,2025-12-03,1,Product  did  not  meet  my  expectations.,0.0,Negative,0.0 to 0.49,No Issue Detected
1363,16,4,2024-07-16,2,The  product  arrived  late.,0.0,Negative,0.0 to 0.49,Delivery Issue
